SRL #,Date -Sampled-,Sample Site,Shellfish -code-,Mod-PSP Median,PSP -ug/100 g-,County,Sample Type,Species,Latitude,Longitude
M18P00389,5/6/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00390,5/6/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00393,5/7/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00401,5/4/18,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00406,5/2/18,Santa Cruz Wharf,MUSS,<,33,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00407,5/9/18,Santa Cruz Wharf,MUSS,,42,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00408,5/9/18,San Francisco Marina,MUBW,n,,San Francisco,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,37.807328,-122.441216
M18P00409,5/9/18,Berkeley Marina,MUBW,n,,Alameda,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,37.8683,-122.3039
M18P00410,5/12/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00411,5/13/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00412,5/14/18,"Bodega Harbor, USCG Dock",MUSS,,38,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00417,5/14/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00420,5/14/18,"Monterey Bay, Commercial Wharf",MUSW,<,36,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00423,5/15/18,"Stinson Beach, Red Rock Beach",MUSW,<,36,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M18P00425,5/12/18,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M18P00428,5/16/18,"Drakes Bay, Chimney Rock LBS",MUSS,,52,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00429,5/16/18,Santa Cruz Wharf,MUSS,,41,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00430,5/18/18,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M18P00431,5/18/18,"Mussel Rock, San Mateo",MUSW,<,33,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M18P00432,5/20/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00433,5/21/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00438,5/21/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00443,5/19/18,"Pacifica, Mori Point",MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.620128,-122.498959
M18P00452,5/23/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00454,5/28/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00455,5/28/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00456,5/29/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00459,5/23/18,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00461,5/28/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00466,5/30/18,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00467,6/3/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00468,6/3/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00469,6/4/18,"Bodega Harbor, USCG Dock",MUSS,<,34,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00473,6/4/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00478,6/5/18,"Monterey Bay, Commercial Wharf",MUSW,,37,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00481,6/6/18,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00482,6/10/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00483,6/10/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00487,6/11/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00488,6/7/18,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00490,6/12/18,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M18P00493,6/13/18,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00496,6/17/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00497,6/17/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00498,6/18/18,"Drakes Bay, Chimney Rock LBS",MUSS,,40,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00502,6/18/18,"Bodega Harbor, USCG Dock",MUSS,<,36,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00503,6/18/18,"Fort Ross Reef, Pedotti's",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.50312,-123.23199
M18P00507,6/18/18,"Monterey Bay, Commercial Wharf",MUSW,<,34,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00509,6/19/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00513,6/19/18,"Santa Cruz, Davenport Landing",MUSW,<,36,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M18P00514,6/19/18,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00516,6/20/18,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00517,6/24/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00518,6/24/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00519,6/25/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00532,7/1/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00533,7/1/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00539,7/2/18,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M18P00541,7/2/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00542,7/2/18,"Bodega Harbor, USCG Dock",MUSS,<,35,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00543,6/28/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00545,7/8/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00546,7/8/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00551,7/9/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00552,7/5/18,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00556,7/5/18,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00557,7/11/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00558,7/15/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00559,7/15/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00561,7/16/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00564,7/16/18,"Bodega Harbor, USCG Dock",MUSS,<,36,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00565,7/16/18,"Drakes Bay, Chimney Rock LBS",MUSS,,39,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00566,7/16/18,Schoolhouse Beach,MUSW,,35,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M18P00568,7/17/18,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M18P00572,7/3/18,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00573,7/17/18,"Monterey Bay, Commercial Wharf",MUSW,<,32,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00576,7/18/18,Muir Beach,MUSW,<,35,Marin,"Sea Mussel, wild",Mytilus californianus,37.859779,-122.578138
M18P00578,7/18/18,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00580,7/22/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00581,7/22/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00583,7/23/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00591,7/13/18,Rodeo Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M18P00592,7/25/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00593,7/29/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00594,7/29/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00597,7/30/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00606,8/1/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,37,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00607,8/1/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00608,8/5/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00609,8/5/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00610,8/1/18,Bean Hollow State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.2243,-122.4095
M18P00614,8/6/18,"Tomales Bay, Lease #M430-17",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00617,8/6/18,"Bodega Harbor, USCG Dock",MUSS,<,36,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00619,8/7/18,"Monterey Bay, Commercial Wharf",MUSW,,42,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00621,8/8/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00622,8/12/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00623,8/12/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00628,8/12/18,"Monterey, Point Joe",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M18P00629,8/13/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00633,8/15/18,Santa Cruz Wharf,MUSS,,40,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00635,8/16/18,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00636,8/19/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00637,8/19/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00638,8/15/18,Pillar Point,MUSW,,42,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M18P00641,8/20/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00643,8/20/18,"Drakes Bay, Chimney Rock LBS",MUSS,,67,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00646,8/21/18,"Monterey Bay, Commercial Wharf",MUSW,,39,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00648,8/22/18,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00649,8/26/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00650,8/26/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00652,8/27/18,Carmet Beach,MUSW,,44,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.371604,-123.076706
M18P00654,8/27/18,"Tomales Bay, Lease #M430-17",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00659,8/29/18,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00661,9/3/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00662,9/2/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00663,8/31/18,San Francisco Marina,MUBW,n,,San Francisco,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,37.807328,-122.441216
M18P00668,9/3/18,"Tomales Bay, Lease #M430-17",OYPC,<,35,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00671,9/4/18,"Bodega Harbor, USCG Dock",MUSS,,48,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00674,9/5/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00675,9/6/18,"Drakes Bay, Chimney Rock LBS",MUSS,,42,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00676,9/9/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00677,9/9/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,33,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00678,9/10/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00683,9/11/18,Carmet Beach,MUSW,,36,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.371604,-123.076706
M18P00689,9/12/18,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M18P00696,9/15/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00697,9/16/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00700,9/17/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00702,9/17/18,"Bodega Harbor, USCG Dock",MUSS,,37,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00704,9/18/18,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00710,9/20/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,33,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00711,9/19/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00712,9/23/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00713,9/23/18,"Tomales Bay, Lease #M430-15-M",MUSS,<,33,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00716,9/24/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00722,9/30/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00723,9/30/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00733,10/3/18,"Bodega Harbor, USCG Dock",MUSS,,36,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00735,10/4/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00736,10/7/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00737,10/7/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00738,10/4/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00740,10/8/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00745,10/9/18,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00750,10/9/18,Carmet Beach,MUSW,<,34,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.371604,-123.076706
M18P00753,10/9/18,"Monterey, Point Joe",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M18P00754,10/10/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00758,10/14/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00759,10/14/18,"Tomales Bay, Lease #M430-06",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00761,10/15/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00767,10/17/18,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00768,10/18/18,"Bodega Harbor, USCG Dock",MUSS,<,36,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00769,10/21/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00770,10/21/18,"Tomales Bay, Lease #M430-06",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00776,10/22/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00781,10/23/18,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00783,10/23/18,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M18P00785,10/24/18,Muir Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.859779,-122.578138
M18P00786,10/28/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00787,10/28/18,"Tomales Bay, Lease #M430-06",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00795,10/29/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00799,10/26/18,"Pacifica, Mori Point",MUSW,<,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.620128,-122.498959
M18P00801,10/31/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00806,11/5/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00807,11/3/18,"Ocean Cove, Sonoma",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.55511,-123.30345
M18P00815,11/6/18,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M18P00818,11/6/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00819,11/6/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00820,11/6/18,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M18P00821,11/6/18,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M18P00823,11/7/18,"Monterey, Point Joe",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.609098,-121.959517
M18P00824,11/8/18,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M18P00826,11/12/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00829,11/12/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00830,11/13/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00834,11/7/18,Fort Ross,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.5125,-123.255071
M18P00835,11/14/18,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M18P00841,11/19/18,"Tomales Bay, Lease #M430-17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.20509,-122.93105
M18P00842,11/18/18,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M18P00843,11/19/18,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M18P00844,11/19/18,"Drakes Bay, Chimney Rock LBS",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
